,train_loss,val_loss,train_acc,val_acc,test_loss,test_acc
spatial_model_stanford40,0.16083087490664588,0.4729807539419694,0.9631944444444445,0.8465909090909091,0.4189820490777493,0.86875
spatial_model_stanford40_cyclical,0.16079440327982109,0.5340752472931688,0.9674999998675452,0.8323863636363636,0.4967459782958031,0.859375
